Gene ID	Leaf	Leaf	Leaf	Fruit	Fruit	Fruit	Root	Root	Root	Peel	Peel	Peel	Seed	Seed	Seed	Germinating Seed	Germinating Seed	Germinating Seed	Darkness	Darkness	Darkness	Drought	Drought	Drought	Heat	Heat	Heat	Cold	Cold	Cold
gene526.1	1.71	8.38	5.62	7.67	10.25	8.39	11.45	6.6	7.23	3.13	10.57	1.02	11.13	1.28	1.05	0.91	0.84	0.92	1.46	3.12	2.6	3.01	2.96	2.71	1.38	0.7	2.09	5.39	5.98	7.71
gene527.1	66.59	99.78	118.19	118.85	120.83	86.01	172.54	117.92	139.85	42.91	94.15	24.71	73.61	39.12	31.91	19.93	14.21	9.28	40.26	79.41	63.32	44.8	54.86	59.2	34.84	53.15	54.59	125.05	162.39	173.73
gene528.1	0	0	0	0	0.09	0	0	0	0	0.55	0	1.02	0	0.55	0.63	0	0	0	0.1	0	0	0	0.2	0	0	0	0	0	0	0
gene529.1	12.55	10.31	12.37	6.62	9.59	10.74	28.67	0.09	34.24	38.72	9.68	16.17	4.31	17.87	23.98	26.97	33.43	39.16	5.11	2.54	3.14	2.38	4.83	3.03	8.16	7.94	5.99	2.57	1.01	1.1
gene530.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	23.47	28.62	63.23	0	0	0
gene531.1	5.85	16.89	5.48	7.32	2.91	5.06	25.27	0.99	15.84	5.43	11.8	3.76	2.33	1.65	2.31	1.61	3.62	3.26	27.53	28.88	47.62	16.44	19.63	12.01	25.49	17.99	16.02	26.36	14.91	22.3
gene532.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene533.1	0	0	0.14	0	0.28	0.12	0.21	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene534.1	0	0	0.56	0.23	0	0.12	0.21	0.36	0.3	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene536.1	3.42	0	0.42	0	0.09	0.62	9.49	0	7.82	0.14	0	0.1	0	0	0	0.1	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0
gene537.1	6.84	3.22	5.9	11.5	5.74	12.22	25.68	14.56	6.73	3.19	9.01	11.08	7.42	9.62	10.87	1.31	2.79	1.53	11.79	11.41	14.07	23.84	15.59	12.34	6.14	5.14	8.22	39.36	20.39	29.55
gene538.1	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene539.1	12.26	5.93	5.9	7.2	0.19	0	31.66	20.26	9.9	11.17	2.67	2.14	0.95	1.28	0.98	72.05	68.07	71.48	8.76	6.93	7.68	0.88	2.76	0	338.24	210.27	293.73	0.25	6.29	7.25
gene540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene541.1	3.14	2.45	1.26	0	0.94	2.22	0.1	0	1.98	0.41	0.67	0.92	0	0.18	0.7	0.4	0.46	0.51	0	0.78	0	0.5	0.59	0.32	1.65	3.5	1.95	0.25	0.2	0.09
gene542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	1.3	2.14	0	0	0	0	0	0	1.65	1.99	3.2	0	0	0
gene543.1	14.83	14.7	9.84	10.11	13.07	23.82	3.92	16.91	9.11	10.07	7.57	5.49	11.05	3.48	3.16	59.88	41.42	106.66	2.4	1.76	2.6	4.39	4.14	2.38	66.66	44.04	50.14	2.94	3.96	2.29
gene544.1	76.57	77.61	73.22	128.26	121.86	242.61	69.82	114.3	83.63	76.1	68.77	103.4	59.71	141.65	150.42	126.4	207.37	255.74	49.12	48.78	31.82	46.18	57.92	47.29	46.39	52.57	32.59	47.57	69.88	33.96
gene545.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene546.1	0.29	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.11	0.09	0	0	0	0	0
gene547.1	13.83	25.27	16.58	26.6	28.3	14.31	45.27	31.11	34.24	12.88	7.34	3.86	33.83	1.1	2.73	13.89	7.71	10.3	10.53	5.27	4.55	11.04	3.95	8.33	6.51	2.69	1.81	19.37	5.68	4.86
gene548.1	6.27	1.03	9.7	2.56	0.66	7.03	9.69	40.15	6.73	1.65	6.45	5.19	3.8	2.38	2.24	1.61	1.58	0.92	0.1	0.29	0.97	0.63	0.1	0.22	0.64	0.23	4.46	0.61	0.1	0.09
gene549.1	0	0.39	0	0	0	0	0	0	0	0.48	0	0.31	0	0	0.42	0	0	0	0	0	0	0	0	0	0.73	1.64	3.34	0	0	0
gene550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene551.1	3.14	0	1.26	0.81	0.47	0.37	0.62	0	5.44	1.03	0.11	0.92	0	0.92	2.38	1.11	2.6	2.14	3.13	4.29	0.87	3.01	1.58	2.92	1.56	1.05	2.92	3.43	0.61	1.01
gene552.1	6.27	6.32	6.89	23.12	39.96	55.28	59.2	71.44	31.87	12.2	9.01	16.98	4.06	12.09	13.11	22.44	24.8	29.47	5.84	2.63	12.23	4.52	4.34	4.33	4.58	3.04	7.94	19.37	4.26	7.62
gene553.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0
gene554.1	87.97	87.53	77.44	173.92	226.7	162.64	128.81	80.3	140.84	150.13	126.53	102.58	109.24	121.31	88.01	164.13	141.16	95.95	174.8	183.4	115.16	244.56	328.86	161.79	171	230.13	162.53	126.03	192.41	131.97
gene555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0
gene556.1	48.62	38.29	37.81	55.77	25.95	56.64	33.21	24.33	57.4	43.12	19.92	23.59	13.98	23.46	24.4	55.85	35.57	53.13	11.06	16.88	9.63	13.8	11.45	7.68	21.82	11.33	10.58	20.84	20.79	11.2
gene557.1	175.09	224.56	151.78	569.5	699.57	490.64	293.31	179.05	375.01	182.53	383.71	87.94	253.69	84.57	96.91	410.59	216.47	197.92	382.13	456.16	216.58	536.93	948.58	409.18	284.6	467.51	268.24	264.08	379.45	258.9
gene558.1	5.42	7.61	8.15	13.13	8.46	18.26	14.64	0.63	7.32	15.18	3.78	7.42	0.78	14.93	18.79	8.05	18.94	23.66	5.53	3.51	7.25	7.65	4.24	8.77	16.87	10.4	8.36	8.58	11.16	5.14
gene559.1	0	0.26	0.7	24.98	32.91	47.51	5.57	3.53	7.32	0.27	0	0	0	0.64	0.35	0	0.09	0.82	0	0	0	0	0	0	0	0	0	0	0.2	0
gene560.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene561.1	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
gene562.1	9.27	19.34	8.57	7.32	24.54	16.91	5.16	5.7	10.29	6.63	12.58	10.37	0	15.03	15.22	3.72	8.27	16.52	9.8	7.02	3.68	7.65	5.13	6.82	6.42	6.54	4.04	2.57	3.45	1.01
gene563.1	98.24	137.68	111.31	85.04	166.71	236.19	88.8	200.94	103.33	94.24	162.37	213.91	166.45	190.95	207.29	216.26	267.36	353.22	49.12	41.27	37.45	44.04	26.94	31.82	198.32	142.99	106.82	47.94	36.62	29
gene564.1	16.82	18.56	15.32	7.32	12.88	9.26	3.4	4.88	7.03	16.25	9.57	23.49	14.15	16.31	13.32	2.62	4.18	4.18	1.88	3.02	1.95	0.75	2.66	0.65	1.38	2.22	0.84	8.46	8.11	1.93
gene565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene566.1	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene567.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0
gene568.1	20.1	9.41	7.59	12.31	9.5	10.74	12.27	5.43	12.17	10.82	24.48	17.28	33.83	12.64	11.22	3.12	4.64	3.67	18.67	21.95	18.94	20.33	18.15	29.11	1.28	1.4	2.79	12.51	6.29	8.9
gene569.1	0	0.39	0	0	0.56	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.1	0	2.51	1.87	1.52	0.37	0	0.14	6.62	2.13	0.28
gene570.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.09	0	0	0.12	0	0
gene571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene573.1	605.12	270.07	343.2	283.59	141.23	149.93	285.37	125.07	326.02	463.21	209.89	477.13	251.1	590.62	524.54	397.41	219.63	261.45	82.91	85.65	45.35	58.22	76.57	50.43	49.24	56.19	45.12	80.06	45.95	51.76
gene574.1	196.76	177.51	97.68	112.81	102.68	115.87	175.74	153.19	101.05	133.3	241.38	179.85	228.06	223.29	194.6	67.43	116.18	72.3	195.13	195.3	134.65	242.93	326.09	274.45	142.67	107.59	116.29	191.63	102.44	129.4
gene575.1	15.54	26.68	6.75	13.01	15.7	15.92	18.36	12.75	7.72	14.53	42.73	9.35	29.08	12.83	7.5	7.45	10.87	8.97	6.26	10.63	8.23	16.94	29.8	16.88	7.98	1.52	6.82	10.91	7	8.17
gene576.1	58.46	64.46	29.37	27.42	67.7	31.34	27.64	22.07	37.11	24.22	68.89	34.36	83.79	32.53	32.54	21.84	23.77	18.05	22.94	15.51	25.76	22.08	16.18	10.5	30.53	23.48	20.06	19.13	3.65	12.39
gene577.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene578.1	0	0.13	0	0	0	0	0	0	0.1	0.52	0	0.1	0	0	0.07	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.09
gene579.1	9.41	29.39	16.02	11.85	8.09	15.05	16.19	6.33	19.6	15.15	32.27	26.23	8.89	24.19	23.7	20.33	19.22	8.16	20.96	19.71	14.94	16.94	13.52	19.26	18.06	27.1	18.38	9.69	9.03	9.36
gene580.1	3.56	8.89	6.32	2.79	2.44	3.58	6.5	2.53	1.68	12.33	7.01	8.34	3.62	5.96	5.12	6.74	7.15	7.75	3.34	1.37	0.97	2.76	1.28	1.62	4.22	2.69	1.67	2.08	3.35	1.84
gene581.1	50.9	51.05	61.7	40.43	26.99	42.57	27.74	45.94	49.98	66.48	46.07	34.47	78.96	32.25	33.8	25.56	34.08	43.13	21.07	15.61	11.58	20.45	14.8	14.39	15.95	14.72	12.53	10.54	13.29	10.1
gene582.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene583.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene584.1	6.13	9.28	7.31	1.05	9.4	13.7	2.58	23.42	6.73	4.26	13.8	8.03	0.6	9.35	7.43	5.23	7.8	5.2	7.09	4.68	4.98	8.78	4.14	7.36	11.19	10.4	9.47	2.33	2.84	5.23
gene585.1	4.56	2.96	3.23	5.93	2.07	13.08	2.17	2.8	6.93	13.64	7.68	7.83	2.67	7.7	8.06	9.06	6.69	11.42	2.82	2.83	1.62	4.77	4.44	3.9	2.84	1.87	2.79	3.43	2.74	2.29
gene586.1	2.14	3.48	2.39	1.74	0.09	0.99	0.83	0.54	0.99	1.61	0.56	1.32	0.52	1.01	3.09	0.5	1.39	0.51	0.1	0.39	0.11	0.38	0.2	0.76	0.28	0.35	0	0.86	0.1	0.83
gene587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0
gene588.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0
gene589.1	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene590.1	6.13	10.06	4.78	2.21	5.64	3.21	8.25	29.3	5.64	3.99	9.57	2.14	2.76	1.47	2.24	5.23	4.46	5.4	3.75	1.85	2.71	5.14	1.68	2.92	3.48	5.49	2.23	6.99	5.78	2.75
gene591.1	1.85	0	0	0.93	0.38	1.11	0	0.09	0	0.07	0	0	0.26	0.09	0	0	0	1.94	0	0.1	0	0.25	0	0	0.37	0.12	0	0	0	0
gene592.1	61.17	33.77	78.7	35.9	31.03	44.42	33.41	17.91	45.33	41.81	31.72	12.4	19.07	10.54	14.38	39.85	40.95	53.13	6.67	6.73	7.25	15.06	8.68	19.26	36.13	41.47	25.9	26.85	20.59	13.77
gene593.1	15.26	16.63	8.43	6.97	7.62	13.08	4.13	0.54	23.95	11.47	10.46	11.08	34.43	29.32	24.12	12.08	16.99	24.17	6.88	4.68	4.87	6.52	7.7	4.55	19.35	13.43	11.98	3.07	1.12	3.85
gene594.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
gene595.1	2.85	16.5	3.09	1.86	20.87	2.84	15.06	11.21	13.36	3.5	13.47	8.24	21.31	14.02	10.24	4.43	11.61	6.32	0.42	0.49	1.19	0.38	0.1	0.54	2.48	1.64	3.9	0	0	0.28
gene596.1	0	0.13	0.42	0	0	0.25	0	0.09	0.2	0.17	0	0.2	0	0.09	0.07	0	0	0.2	0	0.29	0.87	0	0.39	0.11	0.18	0	0	0	0	0
gene597.1	7.41	0.52	8.43	3.72	0.09	4.32	1.96	0	1.68	9.34	3.12	1.53	1.47	3.39	2.66	3.62	4.36	7.24	1.98	1.56	1.08	1.51	0.39	1.52	2.84	1.52	2.09	1.35	0.41	1.28
gene598.1	100.09	49.5	78	112.46	46.26	49.48	93.23	23.24	107.58	110.21	58.54	42.7	39.09	40.32	45.65	58.47	46.8	33.45	30.66	44.78	17.86	47.05	54.07	51.84	38.05	53.97	28.83	22.07	29.52	21.75
gene599.1	2.14	0	2.25	1.05	1.03	0.74	0.41	0.09	0.69	1.31	2.45	0.41	0.52	0.18	0.14	0.6	0.65	0.71	0	0.1	0.43	0.25	0.3	0.76	0.37	0.58	0.56	0.37	0.41	0.73
gene600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0
gene601.1	17.82	23.33	8.15	6.62	51.62	43.81	34.45	207.99	19.79	18.69	12.13	43.82	15.7	41.41	56.66	13.38	23.68	26.61	68.52	76.48	85.62	57.6	84.36	65.58	79.77	54.09	104.18	104.95	71.91	89.2
gene602.1	47.48	59.3	63.38	41.71	27.27	35.66	54.87	85.73	51.07	46.1	47.96	29.08	35.81	28.68	28.89	43.98	44.02	42.83	45.05	33.56	30.31	49.44	36.11	34.96	81.33	53.85	78.13	58.11	32.15	48.92
gene603.1	0	0	0	0	0	0	0	0	0	0	0	0	5.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene604.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0
gene606.1	0	0	0	0.12	0.38	0.12	0.1	0.09	0.4	0	0	0	0	0	0	0	0.37	0.1	0	0	0	0	0	0	0	0	0	0.12	0.1	0
gene607.1	0	0	0.7	0	0	2.59	0	0	1.78	0.03	0	0.71	0	0.27	0.49	0	0	2.86	0.52	0.39	3.14	1	0.1	0.22	0.92	0.7	0.56	0.12	0	0
gene608.1	12.4	20.5	20.24	20.1	43.63	20.61	11.34	67.82	19.1	20.23	26.15	24.6	28.3	17.41	18.65	10.57	25.17	25.19	8.76	7.51	9.2	9.16	3.06	12.23	13.66	14.84	9.05	22.44	5.48	13.77
gene609.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene610.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene611.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene612.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene613.1	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene614.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene615.1	5.7	4.25	4.08	2.21	0.19	7.28	0	0	1.39	1.89	2	0.61	0	0.09	0.28	3.72	0.65	2.24	0.63	0.1	0	0.5	0	0	0.55	0.47	0.7	3.31	0	0
gene616.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
gene617.1	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene619.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene621.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene622.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0
gene624.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene626.1	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene627.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene628.1	54.32	48.47	66.76	49.49	23.79	37.27	64.04	32.28	46.42	47.24	34.83	30.81	55.66	24.92	29.59	44.88	35.1	32.43	28.05	31.02	24.03	31.24	31.08	24.24	47.13	48.01	33.15	25.62	34.79	21.93
gene629.1	76.28	58.91	57.2	82.72	55.1	109.46	95.71	86	108.67	66.61	46.3	42.8	26.58	31.06	36.11	33.91	34.92	34.57	25.97	20.58	28.9	18.57	15.89	16.56	17.97	12.97	17.69	45.12	26.27	27.17
gene630.1	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene631.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene634.1	0	0	0.28	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene635.1	0	0	0	0	0	0.62	0	0	0	2.85	0	0.2	0	0	0	0	0.28	1.02	0	0	0	0	0	0	0	0.12	0	0	0	0
gene636.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene637.1	0	0.39	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0.09	0	0.1	0.39	0	0	0	0	0	0	0	0	0	0
gene638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene639.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
gene640.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene642.1	0.14	1.03	0.28	0.23	0.85	0.37	0.31	7.51	1.88	0.52	2.34	0.31	0.52	0.55	1.12	1.01	0.46	1.63	0.1	0.29	0	0.88	0.3	1.41	0.92	0	1.39	4.29	4.36	1.38
gene643.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene644.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene647.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene649.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene650.1	0	0	0.42	0	0	0.37	0	0	0	0	0	0	0.09	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene651.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene652.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene653.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene654.1	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene656.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene657.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene661.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene662.1	0	0	0	0	0	0	0	0.09	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene663.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene664.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene665.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene666.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene667.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene668.1	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0
gene670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene671.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene672.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene674.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene676.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene677.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene678.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene681.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene682.1	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene683.1	0	0	0	0	0	0.12	0.1	0.27	0.2	0.03	0	0	0.09	0	0.14	0.1	0	0.31	0	0	0	0	0	0	0	0	0.28	0.12	0.3	0.18
gene684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene686.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene687.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene688.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
